annotation_approver,created_at,id,label,text,updated_at,user
,2021-01-18T18:55:08.688009Z,9,1,"Marc Webb revient à ses premières amours, le film indépendant avec une histoire à hauteur d’homme. C’est ce qui l’avait fait connaître avec 500 jours ensemble il y a dix ans. Après son passage contrarié au blockbuster hollywoodien (l’aventure avortée des Amazing Spider-Man), il nous revient avec ce  Mary  d’une simplicité et d’une beauté déconcertante. Le genre de films que l’aimerait voir plus souvent sur grand écran tant ils savent nous faire ressentir de jolies émotions de la manière la plus honnête qui soit. En effet, avec l’histoire de cette jeune surdouée orpheline dont l’oncle et la tante vont se batailler la garde avec des points de vue différents quant à son avenir scolaire, il nous touche en plein cœur et nous fait passer le plus agréable des moments de cinéma. On est loin des blockbusters hollywoodiens mais on est aussi très loin du sérail des films indépendants qui se regardent le nombril ou de ceux, trop expérimentaux, qui ne sont pas destinés à tous les publics. Mary est juste un film qui parvient à la fois à divertir, à émouvoir, à faire rire mais aussi à faire réfléchir un petit peu. Ce n’est pas donné à toutes les productions de réussir ce carré d’as de qualités. On est diverti car on passe un excellent moment devant un film bien réalisé et bercé aux couleurs chatoyantes de la Floride. On est ému car on défie quiconque de ne pas fondre en larmes devant la relation de cet oncle et sa nièce et surtout devant un final certes tire-larmes mais sincère au possible. On rit également car il  y a quelques situations cocasses et des dialogues bien mis en bouche, notamment dans celle de cette incroyable jeune actrice qu’est McKenna Grace. Enfin, on est amené à réfléchir car les arguments de l’oncle comme de la grand-mère se tiennent et le film évite de prendre position pour l’un ou pour l’autre, nous laissant l’opportunité de nous faire notre propre avis. Mary est un film d’une douceur inouïe car de sa petite musique pop à ses jolies scènes qui nous prennent par le cœur, on ne peut qu’adhérer ou alors être d’un cynisme mal placé. Le long-métrage parle à tout le monde bien que le sujet des enfants surdoués ne soit pas à proprement parler universel. Mais c’est juste un composant d’un scénario qui tend vers la famille et les liens du sang pour nous narrer un drame humain plein de beaux sentiments réalistes et jamais trop appuyés. Le film ne néglige aucun de ses personnages et évite tout manichéisme, notamment dans la relation très juste, entre chaud et froid, entre Chris Evans et sa mère (Lindsay Duncan). Une belle production, douce comme un vent d’automne où les mouchoirs sont néanmoins de rigueur, qui pourra plaire à tous types de spectateurs en évitant toute niaiserie.",2021-01-18T18:55:08.688009Z,1
,2021-01-18T18:55:38.670732Z,10,1,"J'aurai pleuré tout le long... tant la relation oncle/nièce est d'une intelligence remarquable. Pas de doute, le personnage de l'oncle  est celui  d'un vrai gifted, entre autres car :  au titre de ses valeurs  il abandonne une carrière socialement  brillante  pour dévouer son énergie à ... l'intelligence du coeur et ... à la simplicité.  Le rôle de Mary, 7ans,  est (parfaitement) joué par une enfant qui a 11 ans en réalité ... et nul surdoué ne peut avoir un tel niveau de mathématiques à 7 ans (à 13 ou 14  ans çà serait déjà un génie). C'est le cliché habituel qui enlève en crédibilité et pénalise a la cause des surdoués déjà en souffrance de reconnaissance par la société et du monde du travail . Dommage car avec un niveau de mathématique plus réaliste pour un THPI,  et d'autres points d'approche de la douance (il y en a quand même un certains nombre qui n'échapperont pas aux  connaisseurs), ce film  aurait pu tâtonner le chef d'oeuvre et faire sauter des tas de clichés sur le surdon que l'on retrouve malheureusement encore ici En tout cas ce film est un très beau moment de cinéma, fort de superbes et profondes émotions car il porte les valeurs les plus belle et qui parleront à tous ! N'est-ce pas le but du cinéma après tout  ?",2021-01-18T18:55:38.670732Z,1
,2021-01-20T11:26:16.542640Z,78,0,"Un peu déçue par ce nouvel opus de Woody Allen. Le film comporte beaucoup de longueurs, avec des dialogues un peu poussifs et un scénario un peu bancal. Bref, c'est élégant, bien interprété avec notamment un JoaquinPhoenix en forme (dans tous les sens du terme) et une Emma Stone à la fra^cheur bienvenue, mais on s’ennuie souvent, pire, on finit par se lasser. Sans parler de la musique, quasi constante, qui ajoute à la monotonie du film. Heureusement les 20 dernières minutes viennent rehausser l'intérêt du film, on en vient même à sourire et à se dire """"ah bien joué Woody !"""".",2021-01-20T11:26:16.542640Z,1
,2021-01-20T11:33:32.185351Z,106,0,"A priori louable on ne peut pourtant que remarquer que son idée date de 2018 où d'autres films ont eu le même sujet en tête avec """"La Permission"""" (2018) et """"Comme des Garçons"""" (2018). Soudain, le projet de Hamidi sent bon l'opportunisme et/ou le réchauffé surtout que ces deux précédents ont une qualité particulière. Cette fois le cinéaste tombe dans la facilité et une caricature complètement dépassé. En effet, le football féminin n'a jamais été aussi respecté qu'aujourd'hui, et la place de l'homme au foyer montré dans ce film est presque anachronique. Louable dans un sens, il n'en demeure pas moins que le film manque totalement de modernité même si on n'oublie pas que les femmes ne seront jamais les égales des hommes au foot ! Heureusement, il reste quelques passages drôles (mais trop rares).  Site : Selenie",2021-01-20T11:33:32.185351Z,1
,2021-01-18T18:56:22.378062Z,11,1,"Un excellent divertissement, touchant et drôle, émouvant et prenant. Les personnages sont très bien dessinés et qui posent des questions en assumant le choix des réponses : faut-il mettre toujours un enfant surdoué dans un institut spécialisé au risque qu'il passe à côté de son enfance ? Faut-il laisser un enfant orphelin chez son oncle qui l'a élevé ou le laisser à la grand-mère qui a raté sa vie de mère mais qui veut pour l'enfant les meilleures écoles ? La fin du film est très fine car le réalisateur apporte ses réponses, mais l'ordre des réponses ne relève pas du hasard. Comme souvent, l'enfant qui joue le rôle de la petite est extraordinaire, et Chris Evans dans le rôle de l'oncle est vraiment très convaincant.",2021-01-18T18:56:22.378062Z,1
,2021-01-18T18:56:50.192475Z,12,1,"Après avoir offert les deux respectables derniers épisodes de The Amazing Spider-Man, Marc Webb présente Mary. Un drame américain dans lequel le cinéaste laisse de côté les grosses productions pour se ranger vers une œuvre indépendante. C'est réconfortant de le voir changer de registre ! En effet, son nouveau long-métrage nous émeut dès les premières instants. Il a tous les éléments pour faire pleurer son public",2021-01-18T18:56:50.192475Z,1
,2021-01-18T18:57:00.859757Z,13,1,"Mary doit beaucoup à sa galerie d’interprètes au sommet de laquelle trône la jeune McKenna Grace. Dans la peau d’une surdoué beaucoup plus mature que son âge, elle transcende le film à chacune de ses scènes. Pour l’accompagner, Chris Evans fait preuve d’une sensibilité touchante. Tout concorde pour faire de ce film d’apparence ordinaire ce petit quelque chose d’extraordinaire.",2021-01-18T18:57:00.859757Z,1
,2021-01-20T11:25:01.827175Z,75,0,"c'est mauvais, c'est creux, c'est niais au delà du supportable, et surtout c'est joué par la cruche du siècle dont le seul jeu consiste à",2021-01-20T11:25:01.827175Z,1
,2021-01-20T12:16:10.154300Z,123,0,"La planète de singes: l'affrontement après un premier opus qui avait agréablement surpris, posant les bases d'une nouvelle saga, déçoit, plongeant le film dans une lutte binaire ou les gentils et les méchants sont clairement identifiés et pose la trame d'un affrontement entre les humains et les singes prévisible, qui va monter en crescendo malgré les bonnes volonté de paix dans les deux camps. Avec cette opposition, le film aurait pu développer plusieurs bonnes idées comme celle que les humains  tendance à détruire et à asservir toute civilisation qui juge inférieur, comme avec celle des indiens d’Amérique, et donc en s'identifiant au humains plus proche de nous, on aurait des être bellicistes et mauvais face aux singes plus pacifiste, ne cherchant qu'a survivre. Mais là non, on nous donne des humains et des singes variés dans leurs intentions, chaque  singe renvoyant aux humains,  le personnage de Jason Clarke celui de Caesar, Koba au personnage de Gary Oldman, etc.... Le film ne présente aucun risque, et se contente de dérouler un spectacle prévisible et ennuyeux. Le seul moment intéressant reste l'attaque des singes sur San Francisco, mais au vus des moyens déployés, cela reste soft, une violence sans une goutte sang, peu de mort visibles, et surtout une brutalité quasi absente alors que la force naturelles de singes auraient du montrer le contraire. Après cela, on retombe dans les lourdeurs du blockbusteurs lambda avec son lot d'incohérences et de prévisibilité, jusqu’à un final en forme d'happy end, là ou il aurait fallu une oraison funèbre pour ce qu'il reste de l'humanité. Le deuxième d'une trilogie, étant en général le plus sombre. Les effets spéciaux et l’interprétation des singes étant particulièrement sont bien réalisés mais étant aux service d'une histoire médiocre, qui n'a pas su prendre des risques, en restant sur des chemins balisés, elles paraissent vaines. Le film promettait beaucoup surtout grâce au premier volet qui avait sut surprendre, mais un spectacle aussi lambda, qui aurait pu poser des questions sur la nature mais reste en surface avec son lot de bons et de méchants, se contentant d'une lunette binaire sans enjeu intéressant, il anéantit tout l’intérêt de cette nouvelle saga.",2021-01-20T12:16:10.154300Z,1
,2021-01-18T18:58:03.536517Z,14,1,"On a déjà eu cette configuration des centaines de fois avec deux personnes de la même famille qui se déchirent pour la garde d'un enfant, mais malgré cet air de déjà vu et une histoire qui est prévisible, c'est un film qui fonctionne très bien. Les deux parties se battent pour Mary qui est une petite fille surdouée comme l'étaient avant elle sa mère qui n'est plus là et sa grand-mère qui demande la garde. Au lieu de nous servir un affrontement sans merci au tribunal comme on en a l'habitude, Marc Webb préfère se focaliser sur le bien-être de la petite fille et essaie de répondre aux questions sur ce qui est le mieux pour elle en montrant les deux styles de vie de Frank et sa mère qui sont très différents et qui donc ne donneront pas la même éducation. C'est un drame très simple, mais c'est un très joli film avec une histoire touchante et des personnages attachants notamment la petite Mckenna Grace qui est parfaite dans le rôle de Mary et qui apporte pas mal de légèreté à cette histoire en étant très cash et naturelle.",2021-01-18T18:58:03.536517Z,1
,2021-01-18T18:58:52.913462Z,18,1,"Gladiator est une claque monumentale, le meilleur péplum qui existe à ce jour. Un film à mes yeux inégalé, qui m'a fait aimé le cinéma. 2h35 qui se suivent sans soucis, aucune longueur ne pointe son nez. Russell Crowe est incroyable dans le rôle de Maximus (tout simplement le rôle de sa vie). Une véritable bête de charisme qui crève l'écran, avec un Joaquin Phoenix qui est loin d'être en reste (et c'est un sacré exploit). La mise en scène est soignée en tout points (photographie, plans, découpage des combats), la musique de Hans Zimmer est somptueuse (et c'est peu dire): le compositeur nous livre tout simplement sa meilleure bande-originale, grandiose mélange entre l'épique et le lyrisme. Tout comme le film, elle est inoubliable. Le scénario est très bien écrit, avec des thèmes intéressants qui font de Gladiator un blockbuster intelligent, au delà d'être une grande histoire de vengeance et une délicieuse tragédie aux airs grecs. Le chef d'oeuvre du péplum, l'apogée de Ridley Scott ! Un film à voir et à revoir !!! Immanquable ! Mon film préféré !!!!!",2021-01-18T18:58:52.913462Z,1
,2021-01-18T19:00:24.815897Z,19,1,"Année 2000, le 21ème siècle vient tout juste de commencer. Le cinéma ne s'attend pas à ce qui se prépare. Une brise tiède fait tournoyer la poussière sur les plateaux hollywoodiens. Une tempête approche et elle apporte avec elle un renouveau que personne n'espérait. Cette tempête a un nom : Gladiator. On dit que le battement d'ailes d'un papillon en Chine peut provoquer une tornade aux Etats-Unis. Ce phénomène est appelé l'effet papillon. Dans le cas présent, ce n'est pas un battement d'ailes qui a provoqué la tempête Gladiator mais le claquement de mains d'un homme : Ridley Scott. Après un passage à vide pendant une bonne partie des années 90, le cinéaste britannique revient sur le devant de la scène sur un char tiré par 4 majestueux pur-sang. Cet homme se met en tête de réaliser un péplum alors que le genre est quasiment tombé dans l'oubli à l'époque. Avec un claquement de mains, Ridley prend sa décision, engage pour la première fois Russel Crowe pour le rôle principal et nous sort un film épique, grandiose et émouvant comme on en voit peu. Russel Crowe ne sait pas encore que ce premier film sera suivi par plusieurs autres collaborations avec M. Scott. Il ne sait pas non plus que ce rôle fera de lui un acteur oscarisé et qu'il le projettera sur le devant de la scène. Russel ignore tout cela mais il se donne à fond, interprétant un général romain déchu mais qui garde toujours avec lui force et honneur pour se donner le courage d'avancer malgré les difficultés et de se venger. Il donne vie à Maximus, un héros emblématique, qu'il va imposer par sa prestance, son charisme et son talent. A ses côtés, on trouve un Joaquin Phoenix qui joue un Commodus tout en cruauté. Derrière la caméra, Scott déchaîne son talent. Sa mise en scène sublime le film. Il ne nous avait pas autant épaté et émerveillé depuis Blade Runner. En privilégiant l'authenticité au spectaculaire, choisissant des paysages magnifiques, s'entourant d'une équipe qui créa des milliers de costumes plus vrais que nature et faisant une nouvelle fois appel à Hans Zimmer pour composer une BO ahurissante de puissance et d'émotion, Ridley Scott réalise un péplum unique et magique qui a lui seul redonna toutes ses lettres de noblesse à un genre tomber dans la désuétude. La tempête Gladiator souffla un vent épique qui surpris le tout Hollywood, balayant avec lui les dernières inquiétudes quant au talent de Ridley Scott et donnant une nouvelle vie à un genre qui a encore de beaux jours devant lui.",2021-01-18T19:00:24.815897Z,1
,2021-01-20T11:14:26.003945Z,57,0,"Malgré des thématiques environnementales et amoureuses, je ne suis pas certain que ce film touche la tranche concernée des spectateurs, c'est-à-dire les 10-14 ans.  L'animation est certes très belle, la qualité du rendu graphique de l'eau est exceptionnelle, les mouvements de caméra sophistiqués, Mais cela ne touche pas : je n'ai pas ressenti beaucoup d'émotion. Alors que le château dans le ciel de Hayao Miyazaki ou bien Pompoko d'Isao Takahata me touchent beaucoup plus.",2021-01-20T11:14:26.003945Z,1
,2021-01-20T12:31:21.329849Z,147,0,"Quel ennui ! Que de poncifs.... et on veut nous faire croire que le magnifique Niels Schneider qui fait des yeux de chien battu est un loser patenté. Je n'ai trouvé aucun intérêt à ce marivaudage démodé. Ca sonne faux du début jusqu'à la fin, mais c'est sûrement parce que je suis blasée.",2021-01-20T12:31:21.329849Z,1
,2021-01-18T19:00:46.483436Z,20,1,"Il est impossible de décrire toute la richesse de ce film dans une critique. Ce film est tout simplement le meilleur film de tous les temps selon moi. Il faudra bien plus d'un visionnage pour que le film dévoile toute ses richesses et sa profondeur. La meilleur description serait de dire que tout est dans Gladiator. Russel Crowe tient ici le rôle de sa vie, il est né pour être Maximus. Un film inégalable!",2021-01-18T19:00:46.483436Z,1
,2021-01-18T19:00:49.243602Z,21,1,"Ce péplum est sans aucun doute, le meilleur que j'ai vu, il y a de l'actions, les scènes de batailles sont biens faites, et la musique de Hans Zimmer qui est l'un de mes compositeurs préférés est magnifique. Ce film est de loin le meilleur film de Ridley Scott, Russell Crowe est parfait dans son rôle de Maximus, je dirais même que c'est son plus beau rôle. Un Chef d'Oeuvre, et un de mes films préférés, 5/5.",2021-01-18T19:00:49.243602Z,1
,2021-01-18T19:00:51.916520Z,22,1,"Ridley Scott est un réalisateur d'exception. Ce qui le démarque c'est son talent d'adaptation à tous les genres du cinéma. On voit par exemple Blade Runner, un classique des films de science fiction des années 80, American Gangster, film sur la mafia ou encore Black Hawk Down qui raconte une mission spéciale des forces armés américaines... Gladiator est son chef d'oeuvre. Le scénario est crédible, les acteurs sont très bons, même Russel Crowe qui est remarquable dans ce rôle, et on ne s'ennuie pas pendant ces 2h40, ce qui est essentiel. Les décors et les costumes sont géniaux, fidèles et réalistes, rendant cette expérience encore plus plaisante. N'en existant pas une masse, on peut dire que Gladiator est le meilleur film du genre Péplum. A VOIR sans hésiter!! Pour ceux qui auraient aimé ce film, la Série Spartacus est très semblable, et elle est tout aussi passionnante.",2021-01-18T19:00:51.916520Z,1
,2021-01-20T11:12:20.179109Z,54,0,Que c'est long que c'est chiant ! Il n'y a pas de scénario qui te prend aux tripes tu ne t'accroche malheureusement pas du tout aux personnages. J'ai mis 2.5 car l'animation les musiques sont top L'ensemble est poétique mais malheureusement manque beaucoup de force et de puissance scénaristique. J'avoue ne pas comprendre les superbe notes clairement de la grosse fan base de Makoto Shinkai,2021-01-20T11:12:20.179109Z,1
,2021-01-20T12:29:40.489317Z,144,0,"Une spirale d'histoires d'amour avec des actrices et des acteurs guindés récitant des dialogues maniérés sous des flots de musique classique, Mouret tel un savant devenu fou après un succès public (Mademoiselle de Joncquières) n'était jamais allé aussi loin, un peu épuisant quoi...",2021-01-20T12:29:40.490315Z,1
,2021-01-18T19:01:01.504598Z,23,1,"Gladiator, c'est un tour de magie signé Ridley Scott, tout simplement l'un des plus Grands réalisateurs de tout les temps. Un chef d’œuvre à part entière et très certainement le meilleurs peplum de l'histoire du cinéma. Y faire une suite aurait été inutile car tout y est abouti: du scénario au jeu très charismatiques des acteurs (Très certainement la plus grande révélation pour Russell Crowe) en passant par la bande son magistrale qui nous transporte dans l'arène avec Maximus. Le parcours chaotique d'un homme d'honneur nous est livré ici sur un plateau d'argent et nous enivre 2h20 durant. Une pure merveille intemporelle dégageant toute la puissance émotionnelle du plus grand cinéma; bienvenue dans mon top 10. Force et honneur! 5/5",2021-01-18T19:01:01.504598Z,1
